Antiguedad,Dias_Ultima_Compra,Nivel_Satisfaccion,Distancia_Almacen,Numero_Dispositivos,Monto_Cashback,Queja,Es_Nuevo,Tiene_Queja,Alto_Riesgo,Satisfaccion_Baja,Target
9,0,5,15,3,117.9,0,0,0,0,0,1
11,3,3,26,4,182.68,0,0,0,0,0,0
21,3,5,14,5,225.08,1,0,0,0,0,1
9,3,4,9,4,169.25,0,0,0,0,0,0
10,1,1,12,3,165.02,0,0,0,0,0,0
8,1,4,17,4,145.08,0,0,0,0,0,0
25,9,3,6,4,299.99,0,0,0,0,0,0
14,4,4,8,3,260.15,0,0,0,0,0,0
0,7,5,6,4,197.14,0,0,0,0,0,1
1,1,3,16,5,158.88,1,0,0,0,0,1
14,9,4,16,5,161.51,0,0,0,0,0,0
11,2,3,16,3,160.77,0,0,0,0,0,0
3,3,4,9,4,156.8,0,0,0,0,0,0
0,0,4,28,4,128.63,0,0,0,0,0,1
19,4,1,36,4,159.52,0,0,0,0,0,0
20,2,1,8,4,132.94,1,0,0,0,0,0
9,2,4,7,4,122.69,0,0,0,0,0,0
28,8,3,29,4,299.26,0,0,0,0,0,0
9,8,5,20,3,122.35,1,0,0,0,0,0
5,5,1,31,4,177.38,0,0,0,0,0,0
0,2,3,6,3,148.98,0,0,0,0,0,0
9,3,3,30,4,120.28,1,0,0,0,0,1
15,0,4,14,1,123.72,1,0,0,0,0,0
0,0,2,30,5,111.18,1,0,0,0,0,1
5,3,4,15,2,146.09,0,0,0,0,0,0
5,4,5,10,4,155.65,1,0,0,0,0,0
15,7,5,8,3,276.65,0,0,0,0,0,0
2,3,1,15,4,158.1,0,0,0,0,0,0
1,3,4,15,3,173.51,0,0,0,0,0,0
24,8,3,9,4,317.37,1,0,0,0,0,0
16,9,5,31,4,199.06,1,0,0,0,0,0
1,7,3,14,6,185.74,1,0,0,0,0,1
0,0,3,11,3,128.51,1,0,0,0,0,1
29,3,2,15,3,211.03,0,0,0,0,0,0
20,1,3,14,4,177.58,0,0,0,0,0,0
20,1,3,11,3,283,0,0,0,0,0,0
7,12,5,9,5,147.59,0,0,0,0,0,0
19,0,3,13,3,152.58,0,0,0,0,0,0
9,9,1,10,4,203.23,0,0,0,0,0,0
13,7,4,8,1,142.44,0,0,0,0,0,0
6,10,4,7,4,187.2,0,0,0,0,0,0
10,0,2,16,4,166.94,1,0,0,0,0,0
9,3,1,9,4,145.14,0,0,0,0,0,0
1,2,5,15,6,149.51,0,0,0,0,0,0
1,4,4,8,4,132.01,0,0,0,0,0,0
12,7,5,16,3,153.77,0,0,0,0,0,0
5,7,1,7,3,204.22,0,0,0,0,0,0
8,8,3,14,4,148.08,1,0,0,0,0,0
1,5,4,7,4,188.97,0,0,0,0,0,0
0,2,3,14,1,135.17,0,0,0,0,0,0
16,7,3,15,3,156.79,1,0,0,0,0,0
18,12,2,35,2,258.2,1,0,0,0,0,0
5,3,1,12,4,179.76,0,0,0,0,0,0
6,7,4,10,3,130.55,0,0,0,0,0,0
9,0,1,11,3,120.86,0,0,0,0,0,1
9,0,3,8,4,175.96,0,0,0,0,0,0
24,10,4,11,3,240.26,1,0,0,0,0,0
10,3,3,7,5,168.74,0,0,0,0,0,0
22,3,4,9,3,206.2,0,0,0,0,0,0
6,3,1,7,4,148.14,0,0,0,0,0,0
3,3,3,9,4,171.49,0,0,0,0,0,0
0,0,4,14,3,124.72,1,0,0,0,0,1
0,2,4,14,3,123.73,1,0,0,0,0,1
1,1,5,16,4,156.72,1,0,0,0,0,1
5,2,4,10,3,139.31,0,0,0,0,0,0
10,1,4,16,3,141.97,1,0,0,0,0,0
27,1,4,25,3,207.25,0,0,0,0,0,0
0,1,3,8,3,143.82,0,0,0,0,0,1
15,0,2,8,4,167.81,0,0,0,0,0,0
5,2,4,8,3,140.78,1,0,0,0,0,0
21,1,1,9,5,148.8,1,0,0,0,0,1
14,3,3,9,4,145.01,0,0,0,0,0,0
11,0,3,6,1,128.44,0,0,0,0,0,0
10,3,5,8,6,227.52,1,0,0,0,0,0
14,13,3,9,4,305.41,0,0,0,0,0,0
0,3,2,10,4,144.87,1,0,0,0,0,0
19,5,4,31,4,146.77,0,0,0,0,0,0
3,7,5,21,4,171.4,0,0,0,0,0,0
11,0,3,6,4,153.81,1,0,0,0,0,1
3,4,3,18,3,165.77,0,0,0,0,0,0
10,3,4,15,4,141.89,0,0,0,0,0,0
21,2,5,13,3,154.86,0,0,0,0,0,0
14,4,1,7,4,190.13,0,0,0,0,0,0
9,3,5,14,1,217.13,0,0,0,0,0,0
11,3,1,8,6,220.25,0,0,0,0,0,0
5,0,5,6,3,129.56,0,0,0,0,0,0
9,5,3,15,4,168.23,0,0,0,0,0,0
28,6,5,10,4,184.4,0,0,0,0,0,0
9,8,1,28,4,165.14,1,0,0,0,0,0
24,1,3,6,4,318.31,1,0,0,0,0,0
0,2,4,31,4,123.13,1,0,0,0,0,1
4,7,5,11,3,199.36,0,0,0,0,0,0
2,2,3,15,3,129.74,0,0,0,0,0,0
8,4,5,9,5,168.81,0,0,0,0,0,0
1,1,2,12,4,135.51,0,0,0,0,0,0
31,3,2,25,4,230.12,0,0,0,0,0,0
17,2,1,7,3,131.95,1,0,0,0,0,0
10,7,1,19,3,142.85,0,0,0,0,0,0
1,3,5,20,4,167.33,0,0,0,0,0,1
12,7,2,6,2,196.13,0,0,0,0,0,0
16,3,5,7,4,150.76,0,0,0,0,0,0
6,10,4,15,5,177.28,1,0,0,0,0,0
3,3,5,28,2,224.8,0,0,0,0,0,0
9,3,2,15,4,150.72,0,0,0,0,0,0
17,8,1,17,4,149.55,0,0,0,0,0,0
12,7,1,17,3,176.54,0,0,0,0,0,1
16,1,5,33,3,208.2,0,0,0,0,0,0
0,3,1,14,4,123.67,0,0,0,0,0,1
25,2,2,8,4,132.12,0,0,0,0,0,0
20,3,4,33,5,204.91,0,0,0,0,0,0
12,6,3,12,1,182.37,0,0,0,0,0,0
7,2,2,9,3,137.37,0,0,0,0,0,0
12,7,5,12,4,199.91,0,0,0,0,0,0
1,1,4,31,4,149.08,1,0,0,0,0,1
18,8,4,10,3,144.47,0,0,0,0,0,0
7,4,1,9,3,177.56,0,0,0,0,0,0
14,8,2,31,4,158.19,0,0,0,0,0,0
12,12,5,7,4,260.82,0,0,0,0,0,0
16,9,3,17,3,175.1,0,0,0,0,0,0
30,4,4,11,4,205.52,1,0,0,0,0,0
25,3,4,9,6,179.82,0,0,0,0,0,0
7,3,1,23,4,178.68,1,0,0,0,0,0
29,14,5,7,4,315.45,1,0,0,0,0,0
13,9,3,8,3,294.36,0,0,0,0,0,0
6,6,5,14,1,131.43,0,0,0,0,0,0
10,1,2,7,4,191.53,0,0,0,0,0,0
1,9,3,36,5,170.08,0,0,0,0,0,1
1,5,1,19,4,151.47,0,0,0,0,0,0
23,11,5,23,4,232.69,0,0,0,0,0,0
4,7,1,35,4,154.68,0,0,0,0,0,0
13,12,3,8,3,280.41,0,0,0,0,0,0
27,13,4,9,5,200.25,0,0,0,0,0,0
10,1,4,9,4,194.62,1,0,0,0,0,0
31,3,3,13,4,147.67,0,0,0,0,0,0
26,8,1,29,3,242.75,0,0,0,0,0,0
5,11,2,14,4,196.43,1,0,0,0,0,0
0,7,3,8,1,165,0,0,0,0,0,0
9,2,2,13,2,120.89,0,0,0,0,0,0
9,2,1,26,3,121.57,0,0,0,0,0,0
4,11,5,16,4,155.72,0,0,0,0,0,0
7,8,3,14,1,167.99,0,0,0,0,0,0
0,8,1,10,5,204,0,0,0,0,0,1
11,3,3,14,1,126.1,0,0,0,0,0,0
21,8,1,11,4,166.63,1,0,0,0,0,0
60,0,1,27,3,278.75,1,0,0,0,0,0
16,7,1,14,3,124.55,0,0,0,0,0,0
1,2,4,32,5,150.46,0,0,0,0,0,1
13,7,1,25,3,127.41,1,0,0,0,0,0
20,2,3,20,3,145.91,1,0,0,0,0,0
4,3,3,7,5,209.74,0,0,0,0,0,0
5,1,4,15,4,289.22,0,0,0,0,0,0
8,2,3,14,4,124.3,0,0,0,0,0,0
22,7,2,24,3,168.04,1,0,0,0,0,0
30,4,3,16,4,154.42,0,0,0,0,0,0
14,0,1,12,3,235.91,1,0,0,0,0,0
1,1,3,28,4,148.77,0,0,0,0,0,1
10,3,1,17,4,224.8,0,0,0,0,0,0
1,2,1,11,3,149.08,0,0,0,0,0,0
7,3,5,15,4,188.92,0,0,0,0,0,0
0,7,5,13,4,168.11,0,0,0,0,0,0
5,3,3,9,4,155.67,0,0,0,0,0,0
11,3,3,9,4,221.02,1,0,0,0,0,0
11,5,1,12,4,188.47,0,0,0,0,0,0
15,4,3,12,2,146.27,1,0,0,0,0,0
9,0,3,8,4,122.74,0,0,0,0,0,0
8,4,5,24,3,0,0,0,0,0,0,0
9,2,4,17,3,122.44,0,0,0,0,0,0
10,1,3,9,5,200.96,0,0,0,0,0,0
0,4,3,14,3,149.07,1,0,0,0,0,0
12,4,4,9,5,149.4,0,0,0,0,0,0
6,2,1,19,3,134.52,0,0,0,0,0,0
31,3,1,31,2,219.39,1,0,0,0,0,0
10,3,3,33,1,163.97,1,0,0,0,0,1
0,0,2,12,4,129.26,1,0,0,0,0,1
30,3,2,8,4,237.26,1,0,0,0,0,0
20,4,4,21,4,174.63,1,0,0,0,0,1
17,2,1,14,3,124.36,1,0,0,0,0,0
1,3,5,11,2,153.19,0,0,0,0,0,0
29,3,3,15,3,129.42,0,0,0,0,0,0
0,2,4,14,3,124.22,0,0,0,0,0,1
1,8,3,9,2,177.06,0,0,0,0,0,0
11,1,1,9,5,176.63,0,0,0,0,0,0
22,8,1,29,4,296.74,0,0,0,0,0,0
24,3,4,17,4,231.42,0,0,0,0,0,0
0,2,5,14,3,123.8,1,0,0,0,0,0
9,9,3,35,2,159.07,0,0,0,0,0,0
19,8,5,27,6,233.51,1,0,0,0,0,0
23,7,3,35,4,270.46,0,0,0,0,0,0
1,5,4,7,4,163.16,0,0,0,0,0,0
22,0,3,7,3,253.79,0,0,0,0,0,0
4,3,5,9,3,130.65,1,0,0,0,0,0
4,3,4,32,5,215.94,1,0,0,0,0,1
13,3,4,8,3,157.15,0,0,0,0,0,0
1,3,5,16,5,169,0,0,0,0,0,1
6,2,2,14,3,125,0,0,0,0,0,0
5,8,1,36,5,179.68,0,0,0,0,0,0
15,9,5,16,3,267.99,0,0,0,0,0,0
6,4,3,17,4,159.33,0,0,0,0,0,0
15,10,3,8,3,278.61,1,0,0,0,0,0
15,3,4,11,6,189.3,0,0,0,0,0,0
3,1,4,9,5,191.44,0,0,0,0,0,0
11,2,3,9,3,128.21,0,0,0,0,0,0
5,2,5,18,4,193.33,1,0,0,0,0,0
3,3,5,13,4,149.04,1,0,0,0,0,1
10,4,4,24,5,180.07,0,0,0,0,0,0
19,2,3,9,6,191.32,0,0,0,0,0,0
9,1,5,9,4,175.93,0,0,0,0,0,0
9,0,3,13,3,112.74,0,0,0,0,0,0
9,0,5,18,4,120.33,0,0,0,0,0,1
29,1,5,9,5,315.38,0,0,0,0,0,0
13,3,1,14,4,123.42,1,0,0,0,0,0
11,7,3,14,3,126.55,1,0,0,0,0,1
18,8,3,19,1,236.95,1,0,0,0,0,1
10,7,5,12,2,159.74,1,0,0,0,0,0
8,2,1,16,3,139.17,0,0,0,0,0,0
1,1,4,9,4,138.93,0,0,0,0,0,1
8,3,1,7,4,223.88,0,0,0,0,0,0
6,3,4,8,5,147.69,0,0,0,0,0,0
1,3,3,27,4,147.72,0,0,0,0,0,0
9,9,5,14,4,175.87,0,0,0,0,0,0
3,2,3,31,3,147.36,1,0,0,0,0,0
9,2,5,11,3,180.08,0,0,0,0,0,0
30,2,3,6,3,167.55,0,0,0,0,0,0
25,4,3,9,4,179.69,1,0,0,0,0,0
23,7,5,8,3,279.24,0,0,0,0,0,0
6,4,1,6,4,169.49,0,0,0,0,0,0
9,0,3,8,4,120.9,1,0,0,0,0,1
13,8,3,10,5,155.69,0,0,0,0,0,0
14,8,5,8,3,265.95,0,0,0,0,0,0
0,0,2,14,4,125.64,0,0,0,0,0,1
24,6,3,31,4,264.73,1,0,0,0,0,0
6,3,5,7,4,165.87,0,0,0,0,0,0
9,7,3,6,4,122.58,0,0,0,0,0,0
1,1,3,12,4,153.51,1,0,0,0,0,1
6,1,1,21,3,148.78,1,0,0,0,0,0
9,6,3,19,3,120.96,0,0,0,0,0,0
0,7,5,25,4,140.66,0,0,0,0,0,0
1,1,1,22,4,153.71,0,0,0,0,0,0
1,1,3,10,5,157.3,0,0,0,0,0,0
26,10,3,7,5,324.99,0,0,0,0,0,0
8,3,3,28,5,142.3,0,0,0,0,0,0
28,4,3,27,4,173.69,0,0,0,0,0,0
0,2,3,24,3,146.14,1,0,0,0,0,1
2,1,3,33,3,143.35,0,0,0,0,0,0
6,3,4,20,5,152.43,0,0,0,0,0,0
6,3,3,13,3,216.91,0,0,0,0,0,0
1,3,3,15,5,164.89,1,0,0,0,0,1
19,3,5,6,3,193.96,0,0,0,0,0,0
1,1,3,16,5,158.88,1,0,0,0,0,1
21,1,3,33,4,321.58,0,0,0,0,0,0
1,3,3,17,5,151.25,0,0,0,0,0,1
21,5,2,9,4,175.7,0,0,0,0,0,0
7,2,3,14,1,144.04,0,0,0,0,0,0
16,3,1,9,4,226.24,1,0,0,0,0,0
9,0,5,27,4,122.96,0,0,0,0,0,0
15,1,1,13,4,260.91,1,0,0,0,0,0
20,13,3,9,3,237.7,1,0,0,0,0,0
30,2,5,22,3,154.05,0,0,0,0,0,0
6,7,3,34,3,152.07,1,0,0,0,0,0
0,2,3,15,3,127.42,0,0,0,0,0,1
8,11,4,8,5,288.24,1,0,0,0,0,1
5,7,3,35,3,140.25,0,0,0,0,0,0
9,3,5,13,3,121.66,1,0,0,0,0,1
1,1,4,8,6,192.35,0,0,0,0,0,1
8,4,1,7,5,161.22,1,0,0,0,0,0
19,8,4,10,4,287.89,0,0,0,0,0,0
16,6,5,11,4,176.55,0,0,0,0,0,0
0,2,1,6,3,147.87,1,0,0,0,0,1
0,2,1,11,3,131.17,0,0,0,0,0,0
18,4,5,11,5,157.69,1,0,0,0,0,0
15,0,1,29,3,259.92,0,0,0,0,0,0
1,7,5,22,1,156.61,0,0,0,0,0,0
23,0,3,15,3,293.31,1,0,0,0,0,0
3,2,5,26,3,199.57,0,0,0,0,0,0
14,17,5,12,3,147.21,1,0,0,0,0,0
26,8,2,29,3,242.75,0,0,0,0,0,0
3,11,1,27,4,163.12,0,0,0,0,0,0
8,0,3,22,3,176.32,1,0,0,0,0,0
0,0,5,14,4,125.61,0,0,0,0,0,1
31,3,3,7,6,181.6,1,0,0,0,0,0
18,11,5,13,3,152.1,0,0,0,0,0,0
1,3,5,31,5,212.22,0,0,0,0,0,1
1,3,2,11,6,229,0,0,0,0,0,1
11,2,3,8,4,177.56,1,0,0,0,0,0
9,0,1,6,3,166.53,0,0,0,0,0,0
10,0,3,22,4,163.34,0,0,0,0,0,0
28,7,4,24,3,268.35,0,0,0,0,0,0
27,4,5,20,2,169.5,0,0,0,0,0,0
0,3,5,15,3,182.24,1,0,0,0,0,1
19,4,5,11,4,175.06,1,0,0,0,0,0
0,2,5,14,3,123.8,1,0,0,0,0,0
12,2,4,12,3,183.76,0,0,0,0,0,0
20,9,5,10,2,257.25,0,0,0,0,0,0
29,8,4,25,4,293.35,0,0,0,0,0,0
13,7,5,18,3,144.48,0,0,0,0,0,0
1,4,5,11,5,167.56,0,0,0,0,0,0
13,0,3,6,3,147.28,1,0,0,0,0,1
5,3,3,27,4,166.97,0,0,0,0,0,0
23,4,4,17,3,299.26,0,0,0,0,0,0
0,0,4,6,4,128.36,0,0,0,0,0,0
20,5,2,9,4,198.79,0,0,0,0,0,0
18,3,1,8,4,149.36,1,0,0,0,0,0
12,3,4,15,3,167.82,0,0,0,0,0,0
5,3,4,12,4,152.89,0,0,0,0,0,0
7,3,5,8,4,143.81,0,0,0,0,0,0
29,3,4,9,4,234.76,0,0,0,0,0,0
7,9,5,6,4,153.43,0,0,0,0,0,0
4,8,1,34,4,178.04,0,0,0,0,0,0
19,9,3,9,3,274.65,0,0,0,0,0,0
21,6,5,14,3,123.67,0,0,0,0,0,0
20,11,3,31,3,186.33,0,0,0,0,0,0
29,1,2,7,2,272.32,0,0,0,0,0,0
1,4,4,13,5,148.68,0,0,0,0,0,0
7,1,3,7,5,145.08,0,0,0,0,0,0
1,11,5,17,4,295.68,1,0,0,0,0,0
1,8,3,32,4,154.42,0,0,0,0,0,0
8,7,5,22,4,186.25,0,0,0,0,0,0
5,1,2,9,6,152.78,1,0,0,0,0,1
1,1,3,22,4,173.34,0,0,0,0,0,1
25,0,4,13,3,204.45,0,0,0,0,0,0
18,6,4,34,4,267.04,0,0,0,0,0,0
20,2,4,10,4,291.06,0,0,0,0,0,0
11,8,5,28,3,160.64,1,0,0,0,0,0
2,2,3,15,3,129.74,0,0,0,0,0,0
4,2,3,12,4,127.03,1,0,0,0,0,0
9,0,5,18,4,120.33,0,0,0,0,0,1
5,7,4,11,3,127.18,0,0,0,0,0,0
15,3,4,13,5,185.32,1,0,0,0,0,0
17,3,5,6,3,154.54,1,0,0,0,0,0
5,8,1,6,3,161.62,1,0,0,0,0,0
0,0,4,6,5,167.35,0,0,0,0,0,1
9,0,5,16,4,114.16,0,0,0,0,0,1
10,4,5,15,5,148.42,0,0,0,0,0,0
5,3,3,12,4,208.46,0,0,0,0,0,0
1,1,4,15,5,137.61,0,0,0,0,0,1
19,3,1,8,3,203.68,1,0,0,0,0,0
1,3,3,27,4,147.72,0,0,0,0,0,0
7,6,5,21,3,161.25,0,0,0,0,0,0
9,2,3,6,3,122.32,0,0,0,0,0,0
19,1,4,32,4,305.61,0,0,0,0,0,0
16,10,5,17,4,292.99,0,0,0,0,0,0
12,4,2,8,4,152.04,0,0,0,0,0,0
7,8,4,9,4,176.47,0,0,0,0,0,0
6,5,5,9,5,146.76,0,0,0,0,0,0
1,3,3,25,4,152.74,0,0,0,0,0,0
31,1,1,28,4,303.75,1,0,0,0,0,0
0,7,3,14,3,187.26,0,0,0,0,0,0
14,10,3,6,4,291.89,0,0,0,0,0,0
17,2,3,8,3,202.09,1,0,0,0,0,0
0,2,1,16,3,146.84,0,0,0,0,0,0
3,5,3,17,5,183.69,0,0,0,0,0,0
30,9,2,13,1,152.2,1,0,0,0,0,0
6,3,1,7,4,229.22,0,0,0,0,0,0
9,0,3,9,4,112.81,0,0,0,0,0,0
7,10,3,17,4,179.87,0,0,0,0,0,0
0,10,5,29,4,173.36,0,0,0,0,0,1
0,0,3,9,4,132.3,0,0,0,0,0,0
3,8,2,7,5,286.24,0,0,0,0,0,0
10,3,4,16,5,213.47,1,0,0,0,0,0
8,9,4,22,3,180.2,0,0,0,0,0,0
5,8,3,10,4,161.62,0,0,0,0,0,0
0,0,5,10,3,129.73,0,0,0,0,0,1
18,3,1,7,4,156.95,1,0,0,0,0,0
11,0,1,9,3,168.61,1,0,0,0,0,0
9,0,4,23,3,122.1,0,0,0,0,0,1
1,2,1,17,4,146.45,0,0,0,0,0,0
7,1,3,24,5,149.37,1,0,0,0,0,1
0,9,5,30,4,187.22,0,0,0,0,0,1
9,3,4,9,5,227.74,0,0,0,0,0,0
13,13,3,12,3,232.37,0,0,0,0,0,0
1,2,3,10,5,150.66,1,0,0,0,0,0
1,3,3,7,5,171.17,0,0,0,0,0,0
9,2,4,15,1,128.1,0,0,0,0,0,0
12,3,4,23,4,166.98,0,0,0,0,0,0
8,3,2,16,4,210,0,0,0,0,0,0
6,0,3,14,4,124.37,1,0,0,0,0,1
4,3,3,17,4,221.67,0,0,0,0,0,0
0,2,5,14,3,125,0,0,0,0,0,0
14,2,5,35,6,234.32,0,0,0,0,0,0
26,17,5,10,5,293.56,0,0,0,0,0,0
19,3,1,7,4,147.7,0,0,0,0,0,0
3,0,1,8,4,168.77,1,0,0,0,0,0
24,3,5,35,4,293.8,1,0,0,0,0,0
2,3,3,16,4,148.77,0,0,0,0,0,0
20,3,1,9,4,228.68,1,0,0,0,0,0
22,8,1,29,4,296.74,0,0,0,0,0,0
0,2,4,20,4,137.43,1,0,0,0,0,1
0,0,3,23,3,127.41,1,0,0,0,0,1
11,10,4,26,4,201.42,1,0,0,0,0,0
14,4,4,8,4,148.87,0,0,0,0,0,0
10,10,1,25,4,202.79,0,0,0,0,0,0
2,4,3,16,4,158.69,0,0,0,0,0,0
10,7,4,16,3,139.36,0,0,0,0,0,0
6,8,3,16,1,183.8,1,0,0,0,0,0
0,7,1,15,3,141.05,0,0,0,0,0,0
9,8,3,34,4,193.83,0,0,0,0,0,0
9,2,5,6,3,121.94,0,0,0,0,0,0
1,8,2,21,4,200.53,1,0,0,0,0,1
6,2,2,11,4,129.11,0,0,0,0,0,0
2,0,2,13,3,166.23,1,0,0,0,0,0
3,3,4,35,3,192.5,0,0,0,0,0,0
9,3,3,7,4,212.89,0,0,0,0,0,0
10,3,5,7,6,227.52,1,0,0,0,0,0
8,7,5,23,3,189.66,1,0,0,0,0,0
10,1,1,10,4,153.35,0,0,0,0,0,0
1,3,1,15,5,146.8,0,0,0,0,0,1
9,4,1,9,3,120.97,0,0,0,0,0,0
26,13,3,9,5,315.68,1,0,0,0,0,0
1,3,5,36,4,164.07,0,0,0,0,0,0
15,3,3,11,4,229.47,1,0,0,0,0,0
3,2,3,16,3,196.67,0,0,0,0,0,0
11,2,4,10,4,166.07,0,0,0,0,0,0
3,0,1,6,4,151.26,1,0,0,0,0,0
1,10,2,34,4,201.39,0,0,0,0,0,1
0,0,3,16,4,112,0,0,0,0,0,0
18,3,1,7,4,149.36,1,0,0,0,0,0
7,8,4,29,4,186.46,0,0,0,0,0,0
1,9,5,21,4,147.35,1,0,0,0,0,0
5,1,3,27,4,194.32,0,0,0,0,0,0
9,7,2,24,3,121.53,0,0,0,0,0,0
5,2,5,14,3,124.39,0,0,0,0,0,0
24,7,3,12,4,128.38,0,0,0,0,0,0
7,3,1,12,4,224.98,0,0,0,0,0,0
11,8,5,13,3,184.74,1,0,0,0,0,0
15,9,1,8,5,298.45,0,0,0,0,0,1
13,12,5,11,4,204.75,1,0,0,0,0,0
4,8,2,29,4,155.82,0,0,0,0,0,0
23,8,3,7,5,264.64,1,0,0,0,0,0
9,3,4,9,3,122.77,1,0,0,0,0,0
7,8,2,13,4,202.25,0,0,0,0,0,0
15,14,3,8,3,288.8,0,0,0,0,0,0
13,10,5,16,4,176.51,0,0,0,0,0,0
9,4,5,9,1,168.42,0,0,0,0,0,0
16,10,1,15,4,309.3,0,0,0,0,0,0
12,10,1,17,4,178.43,0,0,0,0,0,0
4,0,4,14,3,125.01,0,0,0,0,0,0
0,4,2,10,4,131.62,0,0,0,0,0,0
5,9,3,19,4,320.45,0,0,0,0,0,1
2,6,3,35,5,163.84,0,0,0,0,0,0
15,0,1,35,5,142.72,0,0,0,0,0,0
0,2,1,25,3,136.69,0,0,0,0,0,0
26,3,4,14,4,229.45,0,0,0,0,0,0
28,4,3,27,4,173.69,0,0,0,0,0,0
8,7,3,8,5,195.83,1,0,0,0,0,0
14,8,5,19,4,169.48,0,0,0,0,0,0
0,1,1,31,1,129.94,1,0,0,0,0,0
11,7,5,8,3,168.93,0,0,0,0,0,0
9,3,1,11,5,148.76,0,0,0,0,0,0
4,12,5,13,3,143.06,0,0,0,0,0,0
5,0,1,16,3,146.48,0,0,0,0,0,0
9,2,4,6,4,121.74,1,0,0,0,0,1
1,3,3,15,6,171.21,0,0,0,0,0,0
9,9,1,13,6,191.46,0,0,0,0,0,0
17,1,3,17,5,177.57,0,0,0,0,0,0
9,0,4,14,4,112.61,0,0,0,0,0,1
8,3,4,14,1,124.26,0,0,0,0,0,0
14,3,2,16,5,173.76,0,0,0,0,0,0
9,8,1,17,3,197.38,0,0,0,0,0,0
5,14,5,18,3,237.58,1,0,0,0,0,1
22,9,3,24,4,295.02,1,0,0,0,0,0
15,11,2,17,4,187.3,0,0,0,0,0,0
19,2,4,11,3,150.21,1,0,0,0,0,0
22,3,5,14,4,179.86,0,0,0,0,0,0
2,6,1,8,6,191.74,0,0,0,0,0,0
23,2,5,34,3,268.8,1,0,0,0,0,0
9,1,4,9,3,192.78,1,0,0,0,0,0
11,5,2,13,4,140.28,0,0,0,0,0,0
1,4,5,16,4,207.24,1,0,0,0,0,1
0,7,3,21,3,236.1,1,0,0,0,0,1
7,1,1,7,3,154.84,0,0,0,0,0,0
13,8,3,25,4,170.34,0,0,0,0,0,0
26,3,1,26,4,167.58,0,0,0,0,0,0
10,8,3,17,5,181.73,1,0,0,0,0,0
7,7,3,34,4,167.12,0,0,0,0,0,0
13,0,3,22,4,150.94,0,0,0,0,0,0
7,3,2,12,4,224.98,0,0,0,0,0,0
3,2,3,6,5,138.33,0,0,0,0,0,0
23,6,2,6,3,295.17,0,0,0,0,0,0
2,8,1,7,5,193.34,1,0,0,0,0,0
15,0,5,32,3,231.91,1,0,0,0,0,0
15,3,4,13,5,185.32,1,0,0,0,0,0
0,1,1,31,3,127.95,1,0,0,0,0,1
0,0,5,14,3,125.52,0,0,0,0,0,0
28,0,4,14,4,235.77,1,0,0,0,0,0
1,3,5,16,4,150,0,0,0,0,0,0
0,0,1,8,5,150.71,0,0,0,0,0,0
11,0,3,6,4,153.81,1,0,0,0,0,1
15,4,4,18,3,127.66,0,0,0,0,0,0
15,10,4,17,6,186.51,0,0,0,0,0,0
3,1,3,16,2,149.51,0,0,0,0,0,0
12,10,5,21,3,233.41,0,0,0,0,0,0
16,2,1,16,5,321.13,0,0,0,0,0,0
0,0,3,14,3,123.77,0,0,0,0,0,1
9,1,4,13,4,121.41,0,0,0,0,0,0
4,4,1,16,3,165.83,1,0,0,0,0,0
9,4,4,19,3,121.43,0,0,0,0,0,0
7,0,5,14,3,151.21,0,0,0,0,0,0
9,1,1,13,3,146.78,0,0,0,0,0,0
12,3,3,30,5,220.26,0,0,0,0,0,0
17,8,3,16,4,181.79,1,0,0,0,0,0
3,6,5,10,4,172.23,1,0,0,0,0,0
1,3,3,15,5,164.89,1,0,0,0,0,1
2,2,2,14,4,150.56,1,0,0,0,0,0
7,0,3,16,3,138.15,1,0,0,0,0,0
29,5,4,33,2,321.36,1,0,0,0,0,0
16,2,3,14,3,124.38,0,0,0,0,0,0
7,4,2,9,3,177.56,0,0,0,0,0,0
10,3,3,8,5,168.74,0,0,0,0,0,0
9,4,5,17,3,120.99,0,0,0,0,0,0
18,7,2,6,2,292.02,0,0,0,0,0,0
9,9,3,35,2,159.07,0,0,0,0,0,0
9,2,5,6,4,122.18,0,0,0,0,0,0
18,3,1,7,4,182.43,1,0,0,0,0,0
0,2,3,11,3,134.41,1,0,0,0,0,1
13,3,4,13,4,208.76,0,0,0,0,0,0
4,3,3,23,4,178.01,0,0,0,0,0,0
9,0,2,10,3,122.85,1,0,0,0,0,1
0,2,4,14,3,123.73,1,0,0,0,0,1
3,3,4,17,4,147.97,0,0,0,0,0,0
1,3,1,28,2,151.78,0,0,0,0,0,0
15,5,4,9,4,285.15,0,0,0,0,0,0
30,10,4,30,4,259.02,1,0,0,0,0,0
21,8,3,23,2,175.67,1,0,0,0,0,0
1,8,4,7,6,147.16,1,0,0,0,0,1
25,1,4,10,4,262.34,0,0,0,0,0,0
13,1,4,19,4,177.95,0,0,0,0,0,0
10,4,2,11,3,163.47,0,0,0,0,0,0
14,0,5,25,3,130.72,0,0,0,0,0,0
14,4,4,14,3,143.93,0,0,0,0,0,0
0,2,4,14,2,148.51,0,0,0,0,0,0
9,5,3,12,3,123.06,1,0,0,0,0,0
1,5,5,10,4,151.57,1,0,0,0,0,1
19,4,2,8,3,173.79,0,0,0,0,0,0
19,2,3,24,3,205.27,0,0,0,0,0,0
1,3,1,14,4,147.75,1,0,0,0,0,1
